,odpts
16,POINT (-86.15756215853388 39.825834980753854)
17,POINT (-86.07853459317151 39.6723661922872)
0,POINT (-86.20973998655474 39.642816092711215)
1,POINT (-86.26329111954489 39.90471117513153)
0,POINT (-86.30579730425521 39.85641151092315)
1,POINT (-86.06661081895375 39.79129246550492)
2,POINT (-86.20791363048475 39.64473453831641)
3,POINT (-86.31149270788447 39.6864743673422)
4,POINT (-86.19332020429812 39.81670459639148)
0,POINT (-86.00605100128824 39.764516560830145)
0,POINT (-85.98251463266577 39.800521462298605)
1,POINT (-86.13660267609643 39.75221165317646)
2,POINT (-86.01927119568658 39.86371089904544)
3,POINT (-86.17456768510158 39.70572535177644)
4,POINT (-86.12645747526983 39.788564057837135)
5,POINT (-86.11793915835074 39.7854468200452)
6,POINT (-86.02792225924395 39.70093494522754)
7,POINT (-86.18935161463688 39.759687169405915)
8,POINT (-86.28427556564607 39.89266919197363)
9,POINT (-86.15160403339833 39.88511264946498)
10,POINT (-86.24711679387137 39.69756032174923)
11,POINT (-86.10298794614391 39.861102083516386)
12,POINT (-86.0021700879907 39.761204258764245)
13,POINT (-86.015380865619 39.68615250003545)
0,POINT (-86.03524674011436 39.738724651961796)
1,POINT (-85.9914962076908 39.82410868903161)
2,POINT (-86.01523402025666 39.65413085017552)
3,POINT (-86.31790966709262 39.749978017365144)
4,POINT (-86.15370256575599 39.67679017270261)
5,POINT (-86.16987180854045 39.74771619285202)
6,POINT (-86.0432815300381 39.80725654853046)
7,POINT (-86.26970186276783 39.65886070021754)
8,POINT (-86.29851341303686 39.69867380360514)
9,POINT (-86.12938105357748 39.85805632412898)
0,POINT (-86.12958280896926 39.670109672227824)
1,POINT (-86.00320204274493 39.73311241290271)
2,POINT (-86.25208795311714 39.63642159921867)
0,POINT (-86.27863698631494 39.84114080443875)
1,POINT (-86.16226527403452 39.81986233545002)
2,POINT (-86.05153925516855 39.91134336404137)
3,POINT (-86.0863484777078 39.889970232765535)
4,POINT (-86.02801049569044 39.77357567474093)
5,POINT (-85.9830692706074 39.771482107591844)
6,POINT (-86.13136471630116 39.76305526361381)
7,POINT (-86.1882698047448 39.64595905911527)
8,POINT (-86.195905013427 39.746934313723074)
9,POINT (-86.18707139112068 39.841787785718225)
10,POINT (-86.18690841431633 39.876634543704476)
0,POINT (-86.02421114176326 39.65756847809422)
1,POINT (-86.22686593258891 39.79947598538872)
2,POINT (-86.22738741256983 39.88491961468325)
3,POINT (-85.98517131482848 39.78576871620728)
4,POINT (-86.21961540123336 39.830756442263876)
5,POINT (-86.08151376523801 39.781133247000234)
0,POINT (-86.0659273634232 39.847801105743315)
1,POINT (-86.14446998184664 39.91021243109589)
0,POINT (-86.15679190601756 39.726038794515894)
1,POINT (-86.07772293898128 39.925480919176735)
2,POINT (-86.19124052227757 39.83544418616465)
3,POINT (-86.07623728480381 39.87270236845755)
4,POINT (-86.17351669758786 39.66750833901494)
5,POINT (-86.14108511052414 39.674330033473304)
6,POINT (-86.15975260143409 39.81164762736064)
7,POINT (-86.24259590158213 39.91451346451759)
8,POINT (-86.07659584598063 39.8229236937776)
9,POINT (-86.29147526710088 39.83460090711713)
10,POINT (-85.9897809330127 39.71206693323157)
11,POINT (-86.27348963909384 39.748767899442)
12,POINT (-86.1351982056636 39.86195424696225)
13,POINT (-86.2691046913299 39.87687821007092)
14,POINT (-86.18560502893013 39.725440046325744)
0,POINT (-86.14385225418116 39.678450988017)
1,POINT (-86.17176466987851 39.68648807490285)
2,POINT (-86.23151607831464 39.69144718490456)
3,POINT (-86.28076429092452 39.66734406173515)
4,POINT (-86.13419640520301 39.71709342040014)
5,POINT (-85.9684994519975 39.83663008610069)
6,POINT (-85.9787499566177 39.849047173409595)
7,POINT (-86.13544740458373 39.77896452701673)
8,POINT (-85.95813087917418 39.73613702900612)
9,POINT (-86.04822986508478 39.66545109784085)
10,POINT (-86.10798800867451 39.69777618614103)
11,POINT (-86.22105165626836 39.84185537278799)
12,POINT (-86.31792647581395 39.78692194454985)
13,POINT (-86.10576575968719 39.89664369401868)
14,POINT (-86.11797130943052 39.887178612820016)
15,POINT (-85.97539297081126 39.840380140605276)
16,POINT (-86.1318437399629 39.77428496350244)
17,POINT (-86.14996305205683 39.760511175687036)
18,POINT (-86.16056004502009 39.81807210206186)
19,POINT (-86.06197717899443 39.7816662619525)
20,POINT (-85.99651616829374 39.8212358204559)
0,POINT (-86.09773237286487 39.783307342162466)
1,POINT (-86.28542212082841 39.646737623847294)
2,POINT (-86.31628764134337 39.70003227147331)
3,POINT (-86.16088338938133 39.861275782596614)
4,POINT (-85.96764673966328 39.717243638096434)
5,POINT (-86.14494347025592 39.88998957492558)
0,POINT (-86.08207113237725 39.63811571999274)
1,POINT (-86.18381299384798 39.804869824872306)
0,POINT (-86.05010128625688 39.867189623693505)
1,POINT (-86.03779695503498 39.720556125091555)
2,POINT (-86.0219017400124 39.914535878642894)
3,POINT (-86.00219240032514 39.815228042546146)
4,POINT (-86.02989206994802 39.647346872467914)
5,POINT (-86.16631822443526 39.77303195940617)
6,POINT (-86.11363266268997 39.75696393108214)
7,POINT (-86.14393035193945 39.90197485916648)
8,POINT (-86.27551374450118 39.78695112780786)
9,POINT (-86.24151346272541 39.901538270149345)
10,POINT (-86.29267143832239 39.660825769954634)
11,POINT (-86.06451131624914 39.691153426407546)
12,POINT (-86.09066106251666 39.65540503793993)
13,POINT (-86.27757572556072 39.88528396795787)
14,POINT (-85.96068256884166 39.73535239212382)
15,POINT (-86.03454540112035 39.87769025940733)
0,POINT (-86.13244082278472 39.642916698660855)
1,POINT (-86.1610140267104 39.88061344563591)
2,POINT (-86.0077809247876 39.85117786171092)
3,POINT (-86.10108161645668 39.80557476571323)
4,POINT (-86.1915375705501 39.682888878265935)
5,POINT (-86.14732378999565 39.86745631064268)
6,POINT (-86.11972489950588 39.69799965971899)
7,POINT (-86.09708185692968 39.82502549362871)
8,POINT (-86.21773886594063 39.677798905919346)
0,POINT (-86.0908136300783 39.882784882411066)
1,POINT (-86.1976954715872 39.75393599147652)
2,POINT (-86.32626577553363 39.640834313947)
3,POINT (-85.99580603215395 39.64507176449426)
4,POINT (-86.3249230805848 39.87381302017655)
5,POINT (-86.13278983176151 39.71065834920725)
6,POINT (-86.32131968628399 39.75094607694788)
7,POINT (-86.28799261914534 39.634554414386805)
8,POINT (-86.03965823812955 39.843794557584246)
9,POINT (-86.11216107681369 39.7301094048738)
10,POINT (-86.20350363335095 39.74344008242461)
11,POINT (-86.14529312605904 39.76949823982656)
12,POINT (-86.22498210965449 39.74513561323347)
13,POINT (-86.26723197251074 39.738524305023084)
14,POINT (-86.02820468164168 39.8177806795021)
15,POINT (-86.05014491354214 39.78411902325818)
16,POINT (-85.93961704731178 39.88092334697784)
17,POINT (-86.13596965804555 39.82003856028715)
0,POINT (-86.11513727200389 39.74571420793776)
1,POINT (-86.31261525361194 39.76008601602852)
2,POINT (-85.98816480522237 39.902394801276465)
3,POINT (-86.17324502372523 39.644720808348254)
4,POINT (-86.2037150719797 39.64660760653831)
5,POINT (-86.30638583735457 39.8808167271839)
6,POINT (-86.16528276582481 39.77005018561855)
7,POINT (-85.95612471735099 39.76380312331234)
8,POINT (-86.24258741111534 39.682623599988176)
9,POINT (-86.2690182315582 39.692326505108994)
10,POINT (-86.09574924676733 39.7174080340422)
11,POINT (-86.02642480208753 39.77799923046184)
12,POINT (-86.27281354132323 39.738019725286215)
13,POINT (-86.0276670255395 39.90281923647115)
0,POINT (-85.995730949738 39.75087151696237)
1,POINT (-86.17128781355517 39.84930801452367)
2,POINT (-86.19206887305425 39.64895992304973)
3,POINT (-86.24182165850453 39.76000566651334)
4,POINT (-86.23529640843398 39.83775522514341)
5,POINT (-86.16317219657036 39.920104811954204)
6,POINT (-86.1395472663439 39.7555096127093)
7,POINT (-86.31696935121349 39.74160296510429)
8,POINT (-86.31834252014372 39.904477971983965)
9,POINT (-86.22753189804138 39.92387608227469)
10,POINT (-86.03275425743684 39.68735698317275)
11,POINT (-85.98784998324297 39.84523879854392)
12,POINT (-86.18411176486542 39.65514544399109)
0,POINT (-86.04022159868198 39.71435873204983)
1,POINT (-86.21699984649463 39.695153706647424)
2,POINT (-86.09069144394616 39.65888422271194)
3,POINT (-86.11025405521957 39.91408781456502)
4,POINT (-86.27012127628194 39.6907728311666)
0,POINT (-86.13440779144285 39.68976520167309)
1,POINT (-85.99832199667415 39.67609822993963)
2,POINT (-86.03787071534872 39.79404761477289)
3,POINT (-86.26334202236391 39.73058588719704)
4,POINT (-86.20033487482823 39.63924586135403)
5,POINT (-86.27423711315096 39.91977071533894)
6,POINT (-86.1400698126709 39.701930779413715)
7,POINT (-86.0446279884651 39.735590185996074)
8,POINT (-86.21461423466394 39.861150631545335)
9,POINT (-85.98674630793825 39.79427881532007)
10,POINT (-86.14979629542569 39.91743334055727)
11,POINT (-86.0350274838623 39.84554931293111)
0,POINT (-86.04720544173273 39.726083534762076)
1,POINT (-86.27475901207099 39.90279863441388)
2,POINT (-86.28775155957325 39.85800299154179)
3,POINT (-86.1348460231791 39.783895966571734)
4,POINT (-86.23282831673833 39.82557498320288)
5,POINT (-86.12623293142184 39.84128790735843)
6,POINT (-86.19371091877636 39.709297762401434)
7,POINT (-86.15063820253565 39.7490488614668)
8,POINT (-86.30851180882911 39.88598205247977)
9,POINT (-86.15301475372306 39.65703357024669)
10,POINT (-86.24080726938277 39.885953623919455)
11,POINT (-86.16958517615205 39.85235336703039)
12,POINT (-86.12169802897293 39.88788672771148)
13,POINT (-86.25353076230553 39.677018893660325)
14,POINT (-86.17246372972552 39.74816631276609)
15,POINT (-86.1038250131648 39.70023865333159)
16,POINT (-86.18868471700749 39.68042759797992)
0,POINT (-86.28880117747264 39.81659867227667)
1,POINT (-86.0471817296405 39.79068566199729)
2,POINT (-85.99826986504945 39.84470822102398)
3,POINT (-86.22653859564365 39.6823373980054)
4,POINT (-85.96731755300165 39.731385623968876)
5,POINT (-86.28350637280835 39.656828681608786)
6,POINT (-86.141236041063 39.678208935398324)
7,POINT (-85.9864970295807 39.693118202635574)
8,POINT (-86.15658430033706 39.875644930851564)
9,POINT (-86.31888093338044 39.90011219015767)
0,POINT (-86.05117935564299 39.832636310438396)
1,POINT (-86.08753845943589 39.659190311177994)
2,POINT (-85.93823004505566 39.918856142156535)
3,POINT (-86.28264006645992 39.65708953528638)
4,POINT (-86.04395525125297 39.796049963325316)
5,POINT (-86.04446551189905 39.8448271847895)
6,POINT (-86.28598044560759 39.655386829207764)
7,POINT (-85.98120231372658 39.881227418889225)
8,POINT (-86.13879384659477 39.76092761421649)
9,POINT (-86.15660725377478 39.91890977960162)
10,POINT (-86.19983038254458 39.779374860488076)
11,POINT (-86.06035782543627 39.75113779048348)
12,POINT (-85.98285941132345 39.893067409296734)
13,POINT (-86.23619143632708 39.73807688415448)
0,POINT (-86.22266394277051 39.803276859308504)
1,POINT (-85.97394916403391 39.72614123602413)
2,POINT (-86.04084929362112 39.7845447985074)
3,POINT (-86.08188026304441 39.82781216250406)
0,POINT (-86.28417230935199 39.72804613064005)
1,POINT (-86.21664079847655 39.67178875617299)
2,POINT (-86.11212495718914 39.8818063049983)
3,POINT (-86.31281183496574 39.82526149746567)
4,POINT (-85.98726527307733 39.789839039846576)
5,POINT (-86.0696264054089 39.841889507478655)
6,POINT (-85.97427023976182 39.85694192060787)
7,POINT (-86.30894835185913 39.68285485770709)
8,POINT (-86.11168539958933 39.80667721053168)
0,POINT (-86.10734185105534 39.799094754202606)
1,POINT (-86.09378665884641 39.71200711909791)
2,POINT (-86.03774907321866 39.64093278948533)
3,POINT (-86.021279178871 39.726467987338864)
4,POINT (-86.23292362635868 39.73122097855106)
5,POINT (-86.05548791758271 39.90102624335059)
6,POINT (-86.16887231678983 39.911084252918926)
7,POINT (-86.02299029326124 39.870996381818586)
8,POINT (-86.00234441940879 39.860057810435)
9,POINT (-86.26205461727494 39.673275865519926)
10,POINT (-86.11322733291784 39.75275160267202)
11,POINT (-86.29499174670735 39.92185279743417)
12,POINT (-86.22291493824358 39.73888203926678)
13,POINT (-86.01209222320828 39.773496025129475)
14,POINT (-86.21025999794428 39.63575633180624)
0,POINT (-86.20919416714395 39.87013778767546)
1,POINT (-86.06380355613078 39.78804113129567)
2,POINT (-86.11819388922503 39.752975069251214)
3,POINT (-86.02903776392498 39.73828396247016)
4,POINT (-86.13066263047237 39.71477899899439)
5,POINT (-86.1974839920825 39.8483443839322)
6,POINT (-86.18892504482201 39.85004966950417)
7,POINT (-86.0648654489263 39.67957687661561)
8,POINT (-86.26666409134498 39.6993674907361)
9,POINT (-86.2462957498017 39.7496749059307)
10,POINT (-86.19754147349751 39.721795058746075)
11,POINT (-86.18099198022057 39.842939173853686)
12,POINT (-86.07113113186546 39.875799636580574)
0,POINT (-86.01116727075937 39.73201316021289)
1,POINT (-86.13870192948261 39.77879300999292)
2,POINT (-86.1955938864517 39.84025843227453)
3,POINT (-85.9574873153239 39.74645924488984)
4,POINT (-86.23566586610677 39.841196706879956)
5,POINT (-86.21763791774877 39.82790537778165)
6,POINT (-86.16365647182859 39.76078248068222)
7,POINT (-86.26362160968313 39.7077318264379)
8,POINT (-86.27443739993937 39.8164976387806)
9,POINT (-86.17159783698023 39.76639474826987)
10,POINT (-86.1892821366963 39.793352879110046)
0,POINT (-85.96289845883152 39.70188677781978)
1,POINT (-86.08228185387713 39.71627370513316)
2,POINT (-85.95700451176059 39.735602375665906)
3,POINT (-86.14624574193864 39.66967387879957)
4,POINT (-86.32167483626785 39.916500517873864)
5,POINT (-85.97724989765436 39.80662304646303)
6,POINT (-85.99125989380497 39.67110453904854)
7,POINT (-86.13345468602637 39.90569287345928)
8,POINT (-85.98324250101854 39.71229000228937)
9,POINT (-86.1456241546598 39.87283497910805)
10,POINT (-86.28993801028201 39.89013567793536)
0,POINT (-86.19655523632487 39.78124169852058)
1,POINT (-86.08837506023487 39.64478152121953)
2,POINT (-85.97268388670136 39.84441430560351)
3,POINT (-85.98220443386755 39.8592062045431)
4,POINT (-85.97473734352228 39.679014454861345)
5,POINT (-85.9938698661782 39.68079153639194)
6,POINT (-86.28467777528552 39.790088077980386)
7,POINT (-86.14723551518495 39.64655967324589)
0,POINT (-86.02820788858308 39.73912128528486)
1,POINT (-86.04041508174892 39.8384796234888)
2,POINT (-86.0039302917967 39.76524440864706)
3,POINT (-86.00227130516362 39.7481193230239)
4,POINT (-85.98117921824138 39.87223885097796)
5,POINT (-86.07648578265433 39.73308987629923)
6,POINT (-86.08229604136274 39.64428424878751)
7,POINT (-86.27546729965886 39.88622243447154)
8,POINT (-86.12870978421726 39.917290681403614)
9,POINT (-86.26233220805433 39.66726561617376)
10,POINT (-86.00315640010827 39.81298980532916)
0,POINT (-85.98532272089429 39.7876005035989)
1,POINT (-86.12523474779074 39.88369095211352)
2,POINT (-86.15602629458164 39.77445458540318)
3,POINT (-86.18182706312268 39.89116095822704)
4,POINT (-86.21419508018195 39.86932742864534)
5,POINT (-86.32626440133748 39.67057566684075)
0,POINT (-86.05654120973507 39.89709488558524)
1,POINT (-86.19656605539839 39.78488137889247)
2,POINT (-86.25952884311762 39.88727170712527)
3,POINT (-85.9715076050956 39.688404535739714)
4,POINT (-86.11132308515117 39.682659869239565)
5,POINT (-86.26648196333106 39.874897940620336)
6,POINT (-86.31039085644154 39.84940179578713)
7,POINT (-86.29839941349529 39.7074235575196)
8,POINT (-86.31074525843196 39.853800430124735)
9,POINT (-86.1247658398716 39.83140264694109)
10,POINT (-86.12393167614374 39.78229774243966)
11,POINT (-85.97443568676512 39.84639262871284)
12,POINT (-85.94524466020641 39.91838169135894)
13,POINT (-85.96975963991484 39.77912134999701)
0,POINT (-86.00248585010014 39.75236176168391)
1,POINT (-86.06462408267234 39.86594345922129)
2,POINT (-86.11837847415981 39.840421095652474)
3,POINT (-86.25819526369173 39.638865278970336)
4,POINT (-86.19817233248081 39.724248523531635)
5,POINT (-86.22905242625293 39.6494819945774)
6,POINT (-86.18899320933835 39.89844851059656)
7,POINT (-86.20568009805508 39.8526097035304)
8,POINT (-86.11284954365576 39.74655423625374)
9,POINT (-86.27610751651163 39.78731712137322)
10,POINT (-86.25512396563033 39.639623036911736)
11,POINT (-85.95497852309234 39.63974270552786)
12,POINT (-86.2135581060745 39.79411318191181)
13,POINT (-86.19556096742855 39.665510041738536)
14,POINT (-86.3248743692603 39.768848689920674)
15,POINT (-86.14247596126931 39.706140927252044)
16,POINT (-86.2112531222071 39.72041003585591)
17,POINT (-86.04033187812021 39.710230131408466)
18,POINT (-86.24286925404026 39.90208042778112)
19,POINT (-86.01822830415493 39.88435386308782)
20,POINT (-86.13699446510017 39.84783468052018)
21,POINT (-86.20500517832667 39.640710233358774)
0,POINT (-85.9947577627606 39.759385730152225)
1,POINT (-86.31855857305219 39.89195625407196)
2,POINT (-86.04095117847345 39.88642787499792)
3,POINT (-86.07930894369618 39.70058540334597)
4,POINT (-86.06332842447107 39.73814645881937)
5,POINT (-86.30856208442233 39.77822301796328)
6,POINT (-86.29053056829073 39.67552437101664)
7,POINT (-86.07616154264552 39.714777051188136)
8,POINT (-86.16232103204212 39.922106134046686)
9,POINT (-86.00870794335957 39.91378578767689)
10,POINT (-86.26330993873997 39.82734965640794)
11,POINT (-86.25341596396908 39.87677786804718)
12,POINT (-86.15026461050375 39.6983764185738)
13,POINT (-86.1032257157905 39.888117007523924)
14,POINT (-86.20624709524294 39.823438947031036)
